Product_ASIN,URL,Title,Selling Price,MRP,Discount,Rating,Rating_Count,Category,Subcategory,Platform
,,"Redmi 13C 5G (Starlight Black, 6GB RAM, 128GB Storage) | MediaTek Dimensity 6100+ 5G | 90Hz Display",22652.46297,31433.00239,28.08448364,4.0,14804.0,,Mobile Phones,Amazon
,,"MI 10T 5G Lunar Silver, 8GB RAM, 128GB Storage - |Additional Exchange/No Cost EMI Offers",20999.0,42999.0,51.0,3.9,1476.0,,Mobile Phones,Amazon
,,"OnePlus Nord 4 5G (Oasis Green, 8GB RAM, 256GB Storage) | Lifetime Display Warranty | Qualcomm® Snapdragon™ 7 Plus Gen 3 | ANTUTU Score 1.5Mn AI",29498.0,32999.0,11.0,4.3,3830.0,,Mobile Phones,Amazon
,,"Tecno POP 9 5G Aurora Cloud, 4GB+128GB| Segment's 1st 48MP Sony AI Camera| Segment's 1st 5G with NFC | D6300 5G Processor | 4+ Year Lag Free Fluency |5000 mAh Battery |Dual Speaker |Without Charger",8599.0,11999.0,28.0,4.0,579.0,,Mobile Phones,Amazon
,,Redmi 12 5G Jade Black 6GB RAM 128GB ROM,22652.46297,31433.00239,28.08448364,4.0,29838.0,,Mobile Phones,Amazon
,,"Redmi Note 13 5G (Stealth Black, 6GB RAM, 128GB Storage) | 5G Ready | 120Hz Bezel-Less AMOLED | 7.mm Slimmest Note Ever | 108MP Pro-Grade Camera",18000.0,20999.0,14.0,3.9,7534.0,,Mobile Phones,Amazon
,,"Redmi Note 13 Pro+ (Fusion Black, 8GB RAM, 256GB Storage) | World's First Mediatek 7200 Ultra 5G | 200MP Hi-Res Camera | 1.5K Curved AMOLED | 120W HyperCharge",24790.0,33999.0,27.0,4.0,1415.0,,Mobile Phones,Amazon
,,"Xiaomi 14 CIVI (Shadow Black, 12GB RAM, 512GB Storage)",22652.46297,31433.00239,28.08448364,3.9,193.0,,Mobile Phones,Amazon
,,"OnePlus Nord CE4 (Celadon Marble, 8GB RAM, 256GB Storage) | Lifetime Display Warranty | Qualcomm® Snapdragon™ 7 Gen 3 - Best in The Segment | 50 MP Camera with OIS",23998.0,26999.0,11.0,4.3,8987.0,,Mobile Phones,Amazon
,,"OnePlus Nord CE4 (Dark Chrome, 8GB RAM, 128GB Storage) | Lifetime Display Warranty | Qualcomm® Snapdragon™ 7 Gen 3 - Best in The Segment | 50 MP Camera with OIS",21997.0,24999.0,12.0,4.3,8987.0,,Mobile Phones,Amazon
,,"Redmi Note 13 5G (Chromatic Purple, 12GB RAM, 256GB Storage)",21999.0,31433.00239,28.08448364,3.9,7534.0,,Mobile Phones,Amazon
,,"Redmi A4 5G (Sparkle Purple, 4GB RAM, 64GB Storage) | Global Debut SD 4s Gen 2 | Segment Largest 6.88in 120Hz | 50MP Dual Camera | 18W Fast Charging",8498.0,10999.0,23.0,3.9,3548.0,,Mobile Phones,Amazon
,,"Samsung Galaxy M06 5G (Sage Green, 4GB RAM, 64GB Storage) | MediaTek Dimensity 6300 | AnTuTu Score 422K+ | 12 5G Bands| 25W Fast Charging | 4 Gen. of OS Upgrades | Without Charger",7999.0,12499.0,36.0,3.7,942.0,,Mobile Phones,Amazon
,,"Redmi Note 14 5G (Titan Black, 8GB RAM 128GB Storage) | Global Debut MTK Dimensity 7025 Ultra | 2100 nits Segment Brightest 120Hz AMOLED | 50MP Sony LYT 600 OIS+EIS Triple Camera",17999.0,22999.0,22.0,3.8,874.0,,Mobile Phones,Amazon
,,"Samsung Galaxy M06 5G (Blazing Black, 4GB RAM, 64GB Storage) | MediaTek Dimensity 6300 | AnTuTu Score 422K+ | 12 5G Bands | 25W Fast Charging | 4 Gen. of OS Upgrades | Without Charger",7999.0,12499.0,36.0,3.7,942.0,,Mobile Phones,Amazon
,,POCO C61 Ethereal Blue 4GB RAM 64GB ROM,6779.0,8999.0,25.0,4.0,847.0,,Mobile Phones,Amazon
,,"POCO M7 Pro 5G, Lunar Dust (6GB, 128GB)",12990.0,18999.0,32.0,3.8,62.0,,Mobile Phones,Amazon
,,"Samsung Galaxy M06 5G (Sage Green, 4GB RAM, 64GB Storage) | MediaTek Dimensity 6300 | AnTuTu Score 422K+ | 12 5G Bands| 25W Fast Charging | 4 Gen. of OS Upgrades | Without Charger",7999.0,12499.0,36.0,3.7,942.0,,Mobile Phones,Amazon
,,"OnePlus Nord CE4 (Celadon Marble, 8GB RAM, 128GB Storage) | Lifetime Display Warranty | Qualcomm® Snapdragon™ 7 Gen 3 - Best in The Segment | 50 MP Camera with OIS",21997.0,24999.0,12.0,4.3,8987.0,,Mobile Phones,Amazon
,,"OnePlus Nord 4 5G (Mercurial Silver, 8GB RAM, 256GB Storage) | Lifetime Display Warranty | Qualcomm® Snapdragon™ 7 Plus Gen 3 | ANTUTU Score 1.5Mn AI",29498.0,32999.0,11.0,4.3,3830.0,,Mobile Phones,Amazon
,,"Xiaomi 15 (Black, 12GB/512GB)| 50 MP Leica Triple Camera | SD 8 Elite | 1.5K CrystalRes Dynamic 1-120 Hz AMOLED | Hyper AI",64998.0,79999.0,19.0,4.4,108.0,,Mobile Phones,Amazon
,,"OnePlus 13R | Smarter with OnePlus AI | Lifetime Display Warranty (12GB RAM, 256GB Storage Nebula Noir)",42997.0,44999.0,4.0,4.3,1678.0,,Mobile Phones,Amazon
,,"Redmi Note 12 Pro 5G (Onyx Black, 12GB RAM, 256GB Storage)",20999.0,32999.0,36.0,3.9,69.0,,Mobile Phones,Amazon
,,Redmi Note 14 Pro 5G Ivy Green 8GB RAM 256GB Storage|50 MP Sony Camera Setup|Corning Gorilla Glass Victus 2 | 1.5K 3D Curved AMOLED | Mediatek Dimensity 7300- Ultra,25999.0,30999.0,16.0,3.8,54.0,,Mobile Phones,Amazon
,,Redmi Note 12 5G Mystique Blue 6GB RAM 128GB ROM | 1st Phone with 120Hz Super AMOLED and Snapdragon 4 Gen 1 | 48MP AI Triple Camera,14999.0,31433.00239,28.08448364,3.9,10731.0,,Mobile Phones,Amazon
,,"Xiaomi 14 CIVI (Shadow Black, 8GB RAM, 256GB Storage)",30998.0,54999.0,44.0,3.9,193.0,,Mobile Phones,Amazon
,,"Redmi Note 12 5G (Frosted Green,8GB RAM, 256GB Storage)",14999.0,31433.00239,28.08448364,3.9,10731.0,,Mobile Phones,Amazon
,,"realme C61 Smartphone 4+64GB, 6.74-inch Screen, 90Hz Display, 5000mAh Battery, 32MP Camera, 7.84mm Ultra Slim Design, Octa-Core, IP54",7599.0,8999.0,16.0,4.8,61.0,,Mobile Phones,Amazon
,,"Redmi A4 5G (Sparkle Purple, 4GB RAM, 128GB Storage) | Global Debut SD 4s Gen 2 | Segment Largest 6.88in 120Hz | 50MP Dual Camera | 18W Fast Charging",9498.0,11999.0,21.0,3.9,3548.0,,Mobile Phones,Amazon
,,"TECNO POVA 6 NEO 5G (Midnight Shadow, 8GB+256GB) | Advanced AI Features | 108MP Ultra Clear AI Camera | D6300 Powerful Processor | 5 Year Lag Free Fluency | 5000 mAh Battery | InBuilt Infrared and NFC",12999.0,16999.0,24.0,3.8,791.0,,Mobile Phones,Amazon
,,"Samsung Galaxy A55 5G (Awesome Iceblue, 8GB RAM, 128GB Storage) | Metal Frame | 50 MP Main Camera (OIS) | Nightography | IP67 | Corning Gorilla Glass Victus+ | sAMOLED with Vision Booster",25999.0,42999.0,40.0,4.1,945.0,,Mobile Phones,Amazon
,,"Redmi Note 13 5G (Arctic White, 6GB RAM, 128GB Storage) | 5G Ready | 120Hz Bezel-Less AMOLED | 7.mm Slimmest Note Ever | 108MP Pro-Grade Camera",22652.46297,31433.00239,28.08448364,3.9,7534.0,,Mobile Phones,Amazon
,,"Redmi Note 12 Pro 5G (Stardust Purple, 12GB RAM, 256GB Storage)",21990.0,32999.0,33.0,4.3,247.0,,Mobile Phones,Amazon
,,"Samsung Galaxy M35 5G (Thunder Grey,6GB RAM,128GB Storage)| Corning Gorilla Glass Victus+| AnTuTu Score 595K+ | Vapour Cooling Chamber | 6000mAh Battery | 120Hz Super AMOLED Display| Without Charger",13499.0,24499.0,45.0,4.1,10350.0,,Mobile Phones,Amazon
,,Redmi 12 5G Jade Black 4GB RAM 128GB ROM,14650.0,15999.0,8.0,4.0,29838.0,,Mobile Phones,Amazon
,,"Xiaomi Mi A3 (Kind of Grey, 4GB RAM, 64GB Storage)",9999.0,17499.0,43.0,4.1,10622.0,,Mobile Phones,Amazon
,,"OnePlus Nord 4 5G (Obsidian Midnight, 8GB RAM, 256GB Storage) | Lifetime Display Warranty | Qualcomm® Snapdragon™ 7 Plus Gen 3 | ANTUTU Score 1.5Mn AI",29498.0,32999.0,11.0,4.3,3830.0,,Mobile Phones,Amazon
,,"Samsung Galaxy M16 5G (Thunder Black, 8GB RAM, 128 GB Storage) | MediaTek Dimensity 6300 | AnTuTu Score 422K+ | Super Amoled Display | 25W Fast Charging | 6 Gen. of OS Upgrades | Without Charger",13499.0,18999.0,29.0,3.8,849.0,,Mobile Phones,Amazon
,,"OnePlus Nord CE4 Lite 5G (Mega Blue, 8GB RAM, 128GB Storage)",17997.0,20999.0,14.0,4.1,6775.0,,Mobile Phones,Amazon
,,"iQOO Z9x 5G (Tornado Green, 6GB RAM, 128GB Storage) | Snapdragon 6 Gen 1 with 560k+ AnTuTu Score | 6000mAh Battery with 7.99mm Slim Design | 44W FlashCharge",13499.0,18999.0,29.0,4.2,8782.0,,Mobile Phones,Amazon
,,"Redmi Note 11T 5G (Matte Black, 6GB RAM, 64GB ROM)| Dimensity 810 5G | 33W Pro Fast Charging| Charger Included",9490.0,20999.0,55.0,4.1,1505.0,,Mobile Phones,Amazon
,,"Redmi 14C 5G (Starlight Blue, 6GB RAM, 128GB Storage) | Superfast 4nm Snapdragon 4 Gen 2 | 120Hz 17.47cm (6.88”) Display | 5160mAh Battery | 50MP Dual Camera | Premium Starlight Design",11498.0,14999.0,23.0,4.0,750.0,,Mobile Phones,Amazon
,,"Lava O3 (Glossy Blue, 3 GB RAM, 64 GB Storage) | Biggest 6.75"" HD+ Display | 13MP AI Dual Rear Camera | 5000 mAh Battery | Secure Face Unlock | Fingerprint Reader | Charger & Phone-Cover in Box",5499.0,6499.0,15.0,3.9,493.0,,Mobile Phones,Amazon
,,"Redmi Note 14 5G (Phantom Purple, 6GB RAM 128GB Storage) | Global Debut MTK Dimensity 7025 Ultra | 2100 nits Segment Brightest 120Hz AMOLED | 50MP Sony LYT 600 OIS+EIS Triple Camera",16999.0,21999.0,23.0,3.8,874.0,,Mobile Phones,Amazon
,,"Lava O3 (Glossy Lavender, 3 GB RAM, 64 GB Storage) | Biggest 6.75"" HD+ Display | 13MP AI Dual Rear Camera | 5000 mAh Battery | Secure Face Unlock | Fingerprint Reader | Charger & Phone-Cover in Box",5499.0,6699.0,18.0,3.9,493.0,,Mobile Phones,Amazon
,,"Redmi Note 11T 5G (Matte Black, 6GB RAM, 64GB ROM)| Dimensity 810 5G | 33W Pro Fast Charging| Charger Included",9490.0,20999.0,55.0,4.1,1505.0,,Mobile Phones,Amazon
,,"Samsung Galaxy M06 5G (Blazing Black, 6GB RAM, 128 GB Storage) | MediaTek Dimensity 6300 | AnTuTu Score 422K+ | 12 5G Bands | 25W Fast Charging | 4 Gen. of OS Upgrades | Without Charger",9799.0,15499.0,37.0,3.7,942.0,,Mobile Phones,Amazon
,,"Samsung Galaxy M35 5G (Daybreak Blue,8GB RAM,256GB Storage)| Corning Gorilla Glass Victus+| AnTuTu Score 595K+ | Vapour Cooling Chamber | 6000mAh Battery | 120Hz Super AMOLED Display| Without Charger",17999.0,27499.0,35.0,4.1,10350.0,,Mobile Phones,Amazon
,,"POCO X6 Neo 5G (Horizon Blue, 8GB RAM, 128GB Storage) | Dimensity 6080 Processor | 5000 mAh Battery + 33W Fast Charging | 108MP + 2MP Rear Camera & 16MP Front Camera",13880.0,19999.0,31.0,4.0,1672.0,,Mobile Phones,Amazon
,,"Redmi 9 Power (Blazing Blue, 4GB RAM, 64GB Storage) - 6000mAh Battery |FHD+ Screen| 48MP Quad Camera",8280.0,13999.0,41.0,4.2,118692.0,,Mobile Phones,Amazon
,,"POCO M6 5G (Galactic Black, 8GB RAM, 256GB Storage) | MediaTek Dimensity 6100+ 5G Processor | 5000 mAh Battery + 18W Fast Charging | 50 MP AI Dual-Camera System & Side Fingerprint Sensor",14999.0,19999.0,25.0,4.0,3773.0,,Mobile Phones,Amazon
,,"Redmi Note 13 5G (Stealth Black, 12GB RAM, 256GB Storage) | 5G Ready | 120Hz Bezel-Less AMOLED | 7.mm Slimmest Note Ever | 108MP Pro-Grade Camera",22652.46297,31433.00239,28.08448364,3.9,7534.0,,Mobile Phones,Amazon
,,Redmi Note 14 Pro+ 5G Spectre Blue 8GB RAM 256GB Storage| 50 MP Triple Camera with Telephoto | Corning Gorilla Glass Victus 2 | IP 68 | SD 7s Gen 3,31999.0,36999.0,14.0,3.1,2.0,,Mobile Phones,Amazon
,,"Redmi 14C 5G (Starlight Blue, 4GB RAM, 64GB Storage) | Superfast 4nm Snapdragon 4 Gen 2 | 120Hz 17.47cm (6.88”) Display | 5160mAh Battery | 50MP Dual Camera | Premium Starlight Design",9498.0,12999.0,27.0,4.0,750.0,,Mobile Phones,Amazon
,,"Xiaomi 14 (Black, 12GB RAM, 512GB Storage) | 50MP Leica Professional Optics | 120 Hz 1.5K LTPO AMOLED | SD 8 Gen 3 Hyper OS",59999.0,79999.0,25.0,4.3,853.0,,Mobile Phones,Amazon
,,"Redmi A3X (Midnight Black, 3GB RAM, 64GB Storage) | Premium Halo Design | 90Hz Display | Powerful Octa Core Processor",5965.0,9999.0,40.0,3.8,520.0,,Mobile Phones,Amazon
,,"Samsung Galaxy M16 5G (Blush Pink, 4GB RAM, 128 GB Storage) | MediaTek Dimensity 6300 | AnTuTu Score 422K+ | Super Amoled Display | 25W Fast Charging | 6 Gen. of OS Upgrades | Without Charger",10999.0,15999.0,31.0,3.8,849.0,,Mobile Phones,Amazon
,,"Lava Blaze 2 5G (Glass Blue, 6GB RAM, 128GB Storage)| Stunning Ring Light| 50 MP AI Camera |5000 mAh Battery| Upto 12 GB Expandable RAM",9169.0,12999.0,29.0,4.1,729.0,,Mobile Phones,Amazon
,,"IKALL K130 Feature Phone (1.8” Display, Dual Sim) (Blue)",699.0,999.0,30.0,3.5,27.0,,Mobile Phones,Amazon
,,"Xiaomi 12 Pro | 5G (Noir Black, 12GB RAM, 256GB Storage) | Snapdragon 8 Gen 1 | 50+50+50MP Flagship Cameras (OIS) | 10bit 2K+ Curved AMOLED Display | Sound by Harman Kardon",36999.0,84999.0,56.0,3.9,4061.0,,Mobile Phones,Amazon
,,Redmi Note 14 Pro+ 5G Phantom Purple 8GB RAM 256GB Storage| 50 MP Triple Camera with Telephoto | Corning Gorilla Glass Victus 2 | IP 68 | SD 7s Gen 3,29650.0,36999.0,20.0,3.1,2.0,,Mobile Phones,Amazon
,,"Lava O3 (Glossy White, 3 GB RAM, 64 GB Storage) | Biggest 6.75"" HD+ Display | 13MP AI Dual Rear Camera | 5000 mAh Battery | Secure Face Unlock | Fingerprint Reader | Charger & Phone-Cover in Box",5499.0,6699.0,18.0,3.9,493.0,,Mobile Phones,Amazon
,,"Samsung Galaxy M16 5G (Mint Green, 8GB RAM, 128 GB Storage) | MediaTek Dimensity 6300 | AnTuTu Score 422K+ | Super Amoled Display | 25W Fast Charging | 6 Gen. of OS Upgrades | Without Charger",13499.0,18999.0,29.0,3.8,849.0,,Mobile Phones,Amazon
,,Xiami 11 Lite NE (Jazz Blue 8GB RAM 128GB) | Slimmest 6.81mm & Lightest 158g 5G Smartphone | 10-bit AMOLED with Dolby Vision | SD778 for 12 5G Bands,22480.0,33999.0,34.0,4.0,26319.0,,Mobile Phones,Amazon
,,"Redmi Note 12 5G (Sunrise Gold, 8GB RAM, 256GB Storage)",18499.0,23999.0,23.0,4.0,258.0,,Mobile Phones,Amazon
,,"iQOO Z9x 5G (Tornado Green, 4GB RAM, 128GB Storage) | Snapdragon 6 Gen 1 with 560k+ AnTuTu Score | 6000mAh Battery with 7.99mm Slim Design | 44W FlashCharge",11999.0,17999.0,33.0,4.2,8782.0,,Mobile Phones,Amazon
,,"Lava Bold 5G (Sapphire Blue, 6GB RAM, 128GB Storage) | 3D Curved FHD+ AMOLED Display | Mediatek Dimensity 6300 Processor | IP64 Water Resistance | 64MP Rear Sensor | Supports All Indian 5G Bands",13999.0,17999.0,22.0,4.1,160.0,,Mobile Phones,Amazon
,,"Redmi Note 13 5G (Arctic White, 12GB RAM, 256GB Storage) | 5G Ready | 120Hz Bezel-Less AMOLED | 7.mm Slimmest Note Ever | 108MP Pro-Grade Camera",22999.0,24999.0,8.0,3.9,7534.0,,Mobile Phones,Amazon
,,POCO M6 Plus 5G Graphite Black 6GB RAM 128GB ROM,22652.46297,31433.00239,28.08448364,3.8,146.0,,Mobile Phones,Amazon
,,"Redmi 12(Pastel Blue, 6GB RAM, 128GB Storage)",22652.46297,31433.00239,28.08448364,4.0,1577.0,,Mobile Phones,Amazon
,,"Xiaomi 15 Ultra (Silver Chrome, 16GB/512GB)| 200 MP Leica-Quad Camera | SD 8 Elite | WQHD+ Quad Curve AMOLED | Hyper AI",109998.0,31433.00239,28.08448364,4.1,42.0,,Mobile Phones,Amazon
,,"Redmi Note 14 5G (Mystique White, 8GB RAM 128GB Storage) | Global Debut MTK Dimensity 7025 Ultra | 2100 nits Segment Brightest 120Hz AMOLED | 50MP Sony LYT 600 OIS+EIS Triple Camera",17999.0,22999.0,22.0,3.8,874.0,,Mobile Phones,Amazon
,,"Lava Blaze 2 5G (Glass Black, 6GB RAM, 128GB Storage)| Stunning Ring Light| 50 MP AI Camera |5000 mAh Battery| Upto 12 GB Expandable RAM",9169.0,12499.0,27.0,4.1,729.0,,Mobile Phones,Amazon
,,"Redmi Note 12 5G (Mystique Blue,8GB RAM, 256GB Storage)",14999.0,31433.00239,28.08448364,3.9,10731.0,,Mobile Phones,Amazon
,,"Redmi Note 14 Pro+ 5G (Phantom Purple, 8GB RAM+ 256GB Storage) | Snapdragon 7s Gen 3 Processor | AMOLED Display | Dual Nano-SIM | 6200mAh Battery",29990.0,50999.0,28.08448364,4.0,32.0,,Mobile Phones,Amazon
,,"Lava O3 (Glossy Blue, 3 GB RAM, 64 GB Storage) | Biggest 6.75"" HD+ Display | 13MP AI Dual Rear Camera | 5000 mAh Battery | Secure Face Unlock | Fingerprint Reader | Charger & Phone-Cover in Box",5499.0,6499.0,15.0,3.9,493.0,,Mobile Phones,Amazon
,,"Samsung Galaxy M16 5G (Blush Pink, 6GB RAM, 128 GB Storage) | MediaTek Dimensity 6300| AnTuTu Score 422K+ | Super Amoled Display | 25W Fast Charging | 6 Gen. of OS Upgrades | Without Charger",11999.0,17499.0,31.0,3.8,849.0,,Mobile Phones,Amazon
,,"OnePlus Nord CE4 (Dark Chrome, 8GB RAM, 256GB Storage) | Lifetime Display Warranty | Qualcomm® Snapdragon™ 7 Gen 3 - Best in The Segment | 50 MP Camera with OIS",23998.0,26999.0,11.0,4.3,8987.0,,Mobile Phones,Amazon
,,POCO M6 Plus 5G Ice Silver 6GB RAM 128GB ROM,22652.46297,31433.00239,28.08448364,4.2,173.0,,Mobile Phones,Amazon
,,Redmi Note 12 5G Matte Black 4GB RAM 128GB ROM | 1st Phone with 120Hz Super AMOLED and Snapdragon 4 Gen 1 | 48MP AI Triple Camera,14749.0,31433.00239,28.08448364,3.9,10731.0,,Mobile Phones,Amazon
,,"Tecno POP 9 5G Aurora Cloud, 4GB+64GB| Segment's 1st 48MP Sony AI Camera| Segment's 1st 5G with NFC | D6300 5G Processor |4+ Year Lag Free Fluency |5000 mAh Battery |Dual Speaker |Without Charger",8199.0,11999.0,32.0,4.0,579.0,,Mobile Phones,Amazon
,,"Redmi 11 Prime 5G (Chrome Silver, 6GB RAM, 128GB Storage) | Prime Design | MTK Dimensity 700 | 50 MP Dual Cam | 5000mAh | 7 Band 5G",12999.0,31433.00239,28.08448364,4.0,509.0,,Mobile Phones,Amazon
,,"Redmi Note 10 Pro (Dark Night, 6GB RAM, 128GB Storage) -120hz Super Amoled Display|64MPwith 5mp Super Tele-Macro | 33W Charger Included",14390.0,19999.0,28.0,4.2,51350.0,,Mobile Phones,Amazon
,,"Samsung Galaxy M15 5G Prime Edition (Celestial Blue,6GB RAM,128GB Storage)| Super AMOLED Display| 50MP Triple Cam| 6000mAh Battery| MediaTek Dimensity 6100+| 4 Gen. OS Upgrade & 5 Year Security Update",12999.0,16999.0,24.0,4.1,3624.0,,Mobile Phones,Amazon
,,"itel ZENO 10|6.6"" HD+ Display with Dynamic Bar| 3GB RAM + 64GB ROM, Upto 8GB RAM with Memory Fusion|Octacore Processor|8MP AI Dual Rear Cam|5000 mAh Battery | Phantom Crystal",5998.0,6899.0,13.0,3.8,168.0,,Mobile Phones,Amazon
,,"Redmi A4 5G (Starry Black, 4GB RAM, 128GB Storage) | Global Debut SD 4s Gen 2 | Segment Largest 6.88in 120Hz | 50MP Dual Camera | 18W Fast Charging",9498.0,11999.0,21.0,3.9,3548.0,,Mobile Phones,Amazon
,,"Redmi 14C 5G (Starlight Blue, 4GB RAM, 64GB Storage) | Superfast 4nm Snapdragon 4 Gen 2 | 120Hz 17.47cm (6.88”) Display | 5160mAh Battery | 50MP Dual Camera | Premium Starlight Design",9498.0,12999.0,27.0,4.0,750.0,,Mobile Phones,Amazon
,,"Xiaomi 12 Pro | 5G (Opera Muave, 12GB RAM, 256GB Storage)| Snapdragon 8 Gen 1 | 50+50+50MP Flagship Cameras (OIS) | 10bit 2K+ Curved AMOLED Display | Sound by Harman Kardon",37999.0,84999.0,55.0,3.9,4061.0,,Mobile Phones,Amazon
,,"Lava O3 (Glossy Black, 4 GB RAM, 64 GB Storage) | Biggest 6.75"" HD+ Display | 13MP AI Dual Rear Camera | 5000 mAh Battery | Secure Face Unlock | Fingerprint Reader | Charger & Phone-Cover in Box",6198.0,7199.0,14.0,3.9,493.0,,Mobile Phones,Amazon
,,"Tecno POP 9 5G (Aurora Cloud, 8GB+128GB) | D6300 5G Processor | 48MP Sony AI Camera | 4+ Year Lag Free Fluency |5000 mAh Battery |Dual Speaker | Without Charger",9699.0,14999.0,35.0,4.0,579.0,,Mobile Phones,Amazon
,,"Redmi Mi Note 6 Pro (Black, 4GB RAM, 64GB Storage)",8899.0,13999.0,36.0,4.2,3550.0,,Mobile Phones,Amazon
,,"Xiaomi 14 CIVI (Cruise Blue, 12GB RAM, 512GB Storage)",32999.0,59999.0,45.0,3.9,193.0,,Mobile Phones,Amazon
,,"Tecno POP 9 5G (Azure Sky, 8GB+128GB) | D6300 5G Processor | 48MP Sony AI Camera | 4+ Year Lag Free Fluency |5000 mAh Battery |Dual Speaker | Without Charger",9699.0,14999.0,35.0,4.0,579.0,,Mobile Phones,Amazon
,,"Samsung Galaxy M35 5G (Thunder Grey,8GB RAM,256GB Storage)| Corning Gorilla Glass Victus+| AnTuTu Score 595K+ | Vapour Cooling Chamber | 6000mAh Battery | 120Hz Super AMOLED Display| Without Charger",17999.0,27499.0,35.0,4.1,10350.0,,Mobile Phones,Amazon
,,"Lava O3 (Glossy Lavender, 3 GB RAM, 64 GB Storage) | Biggest 6.75"" HD+ Display | 13MP AI Dual Rear Camera | 5000 mAh Battery | Secure Face Unlock | Fingerprint Reader | Charger & Phone-Cover in Box",5499.0,6699.0,18.0,3.9,493.0,,Mobile Phones,Amazon
,,"Redmi Note 12 Pro 5G (Onyx Black, 8GB RAM, 128GB Storage)",19990.0,29999.0,33.0,4.2,28.0,,Mobile Phones,Amazon
,,"Lava Blaze 3 5G (Glass Gold, 6GB+128GB) | Segment's Fastest 5G Smartphone | Dimensity 6300 Processor | 90Hz Display | 50MP+2MP AI Camera with Vibe Light | 5000 mAh | Special Discount on All Banks",10999.0,12999.0,15.0,4.2,292.0,,Mobile Phones,Amazon
,,"Xiaomi 14 (White, 12GB RAM, 512GB Storage) | 50MP Leica Professional Optics | 120 Hz 1.5K LTPO AMOLED | SD 8 Gen 3 Hyper OS",59999.0,79999.0,25.0,4.3,853.0,,Mobile Phones,Amazon
,,"Lava O3 (Glossy Lavender, 4 GB RAM, 64 GB Storage) | Biggest 6.75"" HD+ Display | 13MP AI Dual Rear Camera | 5000 mAh Battery | Secure Face Unlock | Fingerprint Reader | Charger & Phone-Cover in Box",6198.0,7199.0,14.0,3.9,493.0,,Mobile Phones,Amazon
,,"Redmi Note 14 5G (Mystique White, 8GB RAM 256GB Storage) | Global Debut MTK Dimensity 7025 Ultra | 2100 nits Segment Brightest 120Hz AMOLED | 50MP Sony LYT 600 OIS+EIS Triple Camera",19999.0,24999.0,20.0,3.8,874.0,,Mobile Phones,Amazon
,,"Redmi A4 5G (Starry Black, 4GB RAM, 128GB Storage) | Global Debut SD 4s Gen 2 | Segment Largest 6.88in 120Hz | 50MP Dual Camera | 18W Fast Charging",9498.0,11999.0,21.0,3.9,3548.0,,Mobile Phones,Amazon
,,"Lava O3 Pro (Glossy Black, 4 GB RAM, 128 GB Storage)| Bigger 6.56"" HD+ Display | 50 MP AI Triple Rear Camera | 8 MP Front Camera| 5000 mAh Battery | 10W Charging | Charger in Box",6998.0,8399.0,17.0,4.0,170.0,,Mobile Phones,Amazon
,,"Xiaomi 14 (Jade Green, 12GB RAM, 512GB Storage) | 50MP Leica Professional Optics | 120 Hz 1.5K LTPO AMOLED | SD 8 Gen 3 Hyper OS",59499.0,79999.0,26.0,4.3,853.0,,Mobile Phones,Amazon
,,"Lava Storm 5G (Thunder Black, 8GB RAM, 128GB ROM) | Powerful MediaTek Dimensity 6080 Processor | 50MP Ultrawide Rear+16MP Front Camera |No Bloatware | Segment's Most Affordable 5G Smartphone on Amazon",12499.0,14999.0,17.0,4.0,742.0,,Mobile Phones,Amazon
,,"Redmi 12 (Jade Black,6GB RAM, 128GB Storage) Without Offer",9979.0,15999.0,38.0,3.6,28.0,,Mobile Phones,Amazon
,,"Mi Xiaomi 2A Fast Charger USB-A Power Adapter - Phone Wall Charger Compatible with Android, Samsung Galaxy, Xiaomi Redmi, Headphones, Bluetooth Devices - 10W Mobile Charging Block - Black",499.0,599.0,17.0,4.2,38443.0,,Mobile Phones,Amazon
,,"Redmi Mi Note 6 Pro (Black, 6GB RAM, 64GB Storage)",9989.0,17499.0,43.0,4.2,3550.0,,Mobile Phones,Amazon
,,"Samsung Galaxy S23 Ultra 5G AI Smartphone (Green, 12GB, 256GB Storage)",79999.0,149999.0,47.0,4.5,4102.0,,Mobile Phones,Amazon
,,Redmi 9 Power (Mighty Black 4GB RAM 64GB Storage) - 6000mAh Battery |FHD+ Screen | 48MP Quad Camera,8990.0,13999.0,36.0,4.2,118692.0,,Mobile Phones,Amazon
,,"Xiaomi Mi A3 (Not Just Blue, 4GB RAM, 64GB Storage)",9999.0,17499.0,43.0,4.1,23842.0,,Mobile Phones,Amazon
,,"Xiaomi 11 Lite (Vinyl Black, 8GB RAM, 128GB Storage)",12650.0,25999.0,51.0,3.5,259.0,,Mobile Phones,Amazon
,,Redmi a3 Lake Blue 4gb 128gb,7999.0,31433.00239,28.08448364,3.8,697.0,,Mobile Phones,Amazon
,,Redmi a3 Olive Green 6gb 128gb,8400.0,11999.0,30.0,3.8,697.0,,Mobile Phones,Amazon
,,"Redmi 14C 5G (Starlight Blue, 4GB RAM, 64GB Storage) | Superfast 4nm Snapdragon 4 Gen 2 | 120Hz 17.47cm (6.88”) Display | 5160mAh Battery | 50MP Dual Camera | Premium Starlight Design",9498.0,12999.0,27.0,4.0,750.0,,Mobile Phones,Amazon
